record_id,customer_id,site,event_time,metric_type,value,unit
883,C1082,lyon,2026-01-07T11:00:00,tickets,26,count
884,C1083,toulouse,2026-01-07T11:10:00,sales,3408.1,eur
885,C1084,toulouse,2026-01-07T11:20:00,sales,2637.02,eur
886,C1085,paris,2026-01-07T11:30:00,tickets,11,count
887,C1086,paris,2026-01-07T11:40:00,tickets,3,count
888,C1087,toulouse,2026-01-07T11:50:00,tickets,28,count
889,C1088,lyon,2026-01-07T12:00:00,sales,2872.05,eur
890,C1089,toulouse,2026-01-07T12:10:00,sales,1654.03,eur
891,C1090,lyon,2026-01-07T12:20:00,returns,3,count
892,C1091,lille,2026-01-07T12:30:00,tickets,18,count
893,C1092,lille,2026-01-07T12:40:00,sales,4496.47,eur
894,C1093,toulouse,2026-01-07T12:50:00,sales,2278.09,eur
895,C1094,toulouse,2026-01-07T13:00:00,returns,14,count
896,C1095,grenoble,2026-01-07T13:10:00,sales,2802.81,eur
897,C1096,lille,2026-01-07T13:20:00,tickets,0,count
898,C1097,paris,2026-01-07T13:30:00,returns,26,count
899,C1098,toulouse,2026-01-07T13:40:00,tickets,6,count
900,C1099,grenoble,2026-01-07T13:50:00,sales,245.54,eur
901,C1100,toulouse,2026-01-07T14:00:00,tickets,2,count
902,C1101,paris,2026-01-07T14:10:00,sales,4674.22,eur
903,C1102,grenoble,2026-01-07T14:20:00,returns,1,count
904,C1103,lyon,2026-01-07T14:30:00,returns,5,count
905,C1104,lille,2026-01-07T14:40:00,tickets,23,count
906,C1105,lille,2026-01-07T14:50:00,returns,28,count
907,C1106,lille,2026-01-07T15:00:00,returns,27,count
908,C1107,toulouse,2026-01-07T15:10:00,returns,2,count
909,C1108,grenoble,2026-01-07T15:20:00,sales,3274.6,eur
910,C1109,toulouse,2026-01-07T15:30:00,sales,908.8,eur
911,C1110,lyon,2026-01-07T15:40:00,returns,16,count
912,C1111,paris,2026-01-07T15:50:00,tickets,7,count
913,C1112,lille,2026-01-07T16:00:00,sales,4892.88,eur
914,C1113,toulouse,2026-01-07T16:10:00,tickets,23,count
915,C1114,lille,2026-01-07T16:20:00,returns,17,count
916,C1115,grenoble,2026-01-07T16:30:00,sales,1252.61,eur
917,C1116,paris,2026-01-07T16:40:00,sales,1392.74,eur
918,C1117,lille,2026-01-07T16:50:00,sales,4051.2,eur
919,C1118,paris,2026-01-07T17:00:00,tickets,24,count
920,C1119,paris,2026-01-07T17:10:00,sales,1046.29,eur
921,C1120,lille,2026-01-07T17:20:00,tickets,1,count
922,C1121,paris,2026-01-07T17:30:00,tickets,21,count
923,C1122,lille,2026-01-07T17:40:00,sales,3707.89,eur
924,C1123,toulouse,2026-01-07T17:50:00,returns,7,count
925,C1124,paris,2026-01-07T18:00:00,sales,3776.84,eur
926,C1125,grenoble,2026-01-07T18:10:00,sales,2529.4,eur
927,C1126,toulouse,2026-01-07T18:20:00,sales,4082.62,eur
928,C1127,toulouse,2026-01-07T18:30:00,returns,18,count
929,C1128,grenoble,2026-01-07T18:40:00,tickets,26,count
930,C1129,lyon,2026-01-07T18:50:00,sales,1522.79,eur
931,C1130,lyon,2026-01-07T19:00:00,tickets,16,count
932,C1131,grenoble,2026-01-07T19:10:00,returns,9,count
933,C1132,toulouse,2026-01-07T19:20:00,sales,2792.46,eur
934,C1133,lyon,2026-01-07T19:30:00,tickets,29,count
935,C1134,lille,2026-01-07T19:40:00,tickets,21,count
936,C1135,paris,2026-01-07T19:50:00,tickets,15,count
937,C1136,lille,2026-01-07T20:00:00,returns,30,count
938,C1137,lille,2026-01-07T20:10:00,tickets,10,count
939,C1138,grenoble,2026-01-07T20:20:00,returns,4,count
940,C1139,toulouse,2026-01-07T20:30:00,returns,5,count
941,C1140,lyon,2026-01-07T20:40:00,returns,7,count
942,C1141,lyon,2026-01-07T20:50:00,returns,27,count
943,C1142,paris,2026-01-07T21:00:00,returns,29,count
944,C1143,lille,2026-01-07T21:10:00,tickets,13,count
945,C1144,lyon,2026-01-07T21:20:00,tickets,16,count
946,C1145,grenoble,2026-01-07T21:30:00,returns,7,count
947,C1146,paris,2026-01-07T21:40:00,sales,1664.71,eur
948,C1147,grenoble,2026-01-07T21:50:00,returns,27,count
949,C1148,lyon,2026-01-07T22:00:00,sales,2687.46,eur
950,C1149,toulouse,2026-01-07T22:10:00,sales,1356.94,eur
951,C1150,paris,2026-01-07T22:20:00,tickets,1,count
952,C1151,toulouse,2026-01-07T22:30:00,sales,4027.16,eur
953,C1152,toulouse,2026-01-07T22:40:00,tickets,21,count
954,C1153,grenoble,2026-01-07T22:50:00,sales,2407.38,eur
955,C1154,paris,2026-01-07T23:00:00,returns,30,count
956,C1155,paris,2026-01-07T23:10:00,sales,4687.06,eur
957,C1156,lille,2026-01-07T23:20:00,tickets,24,count
958,C1157,lyon,2026-01-07T23:30:00,sales,3484.22,eur
959,C1158,lyon,2026-01-07T23:40:00,returns,29,count
960,C1159,grenoble,2026-01-07T23:50:00,tickets,10,count
961,C1160,toulouse,2026-01-08T00:00:00,returns,14,count
962,C1161,grenoble,2026-01-08T00:10:00,tickets,11,count
963,C1162,toulouse,2026-01-08T00:20:00,returns,11,count
964,C1163,paris,2026-01-08T00:30:00,returns,14,count
965,C1164,grenoble,2026-01-08T00:40:00,tickets,15,count
966,C1165,lille,2026-01-08T00:50:00,sales,1866.11,eur
967,C1166,lyon,2026-01-08T01:00:00,sales,2821.37,eur
968,C1167,paris,2026-01-08T01:10:00,tickets,4,count
969,C1168,toulouse,2026-01-08T01:20:00,returns,17,count
970,C1169,lille,2026-01-08T01:30:00,tickets,23,count
971,C1170,lyon,2026-01-08T01:40:00,returns,4,count
972,C1171,lille,2026-01-08T01:50:00,returns,7,count
973,C1172,lyon,2026-01-08T02:00:00,tickets,26,count
974,C1173,grenoble,2026-01-08T02:10:00,returns,17,count
975,C1174,lille,2026-01-08T02:20:00,returns,24,count
976,C1175,lille,2026-01-08T02:30:00,tickets,20,count
977,C1176,grenoble,2026-01-08T02:40:00,returns,5,count
978,C1177,toulouse,2026-01-08T02:50:00,sales,716.99,eur
979,C1178,toulouse,2026-01-08T03:00:00,returns,5,count
980,C1179,paris,2026-01-08T03:10:00,tickets,30,count
981,C1180,paris,2026-01-08T03:20:00,tickets,1,count
982,C1181,paris,2026-01-08T03:30:00,tickets,1,count
983,C1182,lyon,2026-01-08T03:40:00,returns,4,count
984,C1183,paris,2026-01-08T03:50:00,sales,3541.7,eur
985,C1184,grenoble,2026-01-08T04:00:00,sales,2538.55,eur
986,C1185,toulouse,2026-01-08T04:10:00,sales,3096.82,eur
987,C1186,lille,2026-01-08T04:20:00,returns,21,count
988,C1187,toulouse,2026-01-08T04:30:00,sales,52.93,eur
989,C1188,paris,2026-01-08T04:40:00,returns,0,count
990,C1189,grenoble,2026-01-08T04:50:00,tickets,23,count
991,C1190,paris,2026-01-08T05:00:00,tickets,9,count
992,C1191,lille,2026-01-08T05:10:00,tickets,26,count
993,C1192,paris,2026-01-08T05:20:00,sales,552.94,eur
994,C1193,lyon,2026-01-08T05:30:00,tickets,4,count
995,C1194,grenoble,2026-01-08T05:40:00,sales,3106.51,eur
996,C1195,lille,2026-01-08T05:50:00,returns,8,count
997,C1196,lille,2026-01-08T06:00:00,sales,1877.8,eur
998,C1197,lyon,2026-01-08T06:10:00,returns,18,count
999,C1198,grenoble,2026-01-08T06:20:00,tickets,7,count
1000,C1199,paris,2026-01-08T06:30:00,tickets,26,count
1001,C1200,paris,2026-01-08T06:40:00,tickets,27,count
1002,C1201,lille,2026-01-08T06:50:00,sales,2038.29,eur
1003,C1202,paris,2026-01-08T07:00:00,tickets,15,count
1004,C1203,lyon,2026-01-08T07:10:00,tickets,0,count
1005,C1204,lille,2026-01-08T07:20:00,sales,2509.29,eur
1006,C1205,grenoble,2026-01-08T07:30:00,tickets,25,count
1007,C1206,paris,2026-01-08T07:40:00,tickets,27,count
1008,C1207,paris,2026-01-08T07:50:00,tickets,29,count
1009,C1208,toulouse,2026-01-08T08:00:00,sales,1072.86,eur
1010,C1209,paris,2026-01-08T08:10:00,returns,8,count
1011,C1210,grenoble,2026-01-08T08:20:00,sales,3428.46,eur
1012,C1211,paris,2026-01-08T08:30:00,tickets,18,count
1013,C1212,grenoble,2026-01-08T08:40:00,sales,4645.26,eur
1014,C1213,toulouse,2026-01-08T08:50:00,sales,4808.12,eur
1015,C1214,lille,2026-01-08T09:00:00,sales,3766.23,eur
1016,C1215,toulouse,2026-01-08T09:10:00,sales,1510.4,eur
1017,C1216,lille,2026-01-08T09:20:00,sales,2842.15,eur
1018,C1217,toulouse,2026-01-08T09:30:00,tickets,28,count
1019,C1218,lyon,2026-01-08T09:40:00,returns,12,count
1020,C1219,paris,2026-01-08T09:50:00,tickets,23,count
1021,C1220,grenoble,2026-01-08T10:00:00,tickets,23,count
1022,C1221,lyon,2026-01-08T10:10:00,sales,506.48,eur
1023,C1222,toulouse,2026-01-08T10:20:00,sales,1716.15,eur
1024,C1223,grenoble,2026-01-08T10:30:00,tickets,12,count
1025,C1224,lille,2026-01-08T10:40:00,sales,3177.93,eur
1026,C1225,grenoble,2026-01-08T10:50:00,returns,7,count
1027,C1226,lille,2026-01-08T11:00:00,tickets,30,count
1028,C1227,toulouse,2026-01-08T11:10:00,returns,5,count
1029,C1228,paris,2026-01-08T11:20:00,tickets,12,count
1030,C1229,lyon,2026-01-08T11:30:00,tickets,9,count
1031,C1230,paris,2026-01-08T11:40:00,tickets,2,count
1032,C1231,lille,2026-01-08T11:50:00,returns,4,count
1033,C1232,lyon,2026-01-08T12:00:00,tickets,25,count
1034,C1233,grenoble,2026-01-08T12:10:00,tickets,12,count
1035,C1234,paris,2026-01-08T12:20:00,returns,3,count
1036,C1235,lille,2026-01-08T12:30:00,sales,4715.94,eur
1037,C1236,grenoble,2026-01-08T12:40:00,returns,24,count
1038,C1237,lyon,2026-01-08T12:50:00,sales,679.88,eur
1039,C1238,toulouse,2026-01-08T13:00:00,returns,14,count
1040,C1239,lille,2026-01-08T13:10:00,tickets,16,count
1041,C1240,grenoble,2026-01-08T13:20:00,sales,150.78,eur
1042,C1241,toulouse,2026-01-08T13:30:00,tickets,2,count
1043,C1242,grenoble,2026-01-08T13:40:00,tickets,25,count
1044,C1243,grenoble,2026-01-08T13:50:00,returns,0,count
1045,C1244,paris,2026-01-08T14:00:00,returns,12,count
1046,C1245,toulouse,2026-01-08T14:10:00,tickets,28,count
1047,C1246,lyon,2026-01-08T14:20:00,sales,2868.36,eur
1048,C1247,lyon,2026-01-08T14:30:00,tickets,12,count
1049,C1248,grenoble,2026-01-08T14:40:00,sales,1359.22,eur
1050,C1249,paris,2026-01-08T14:50:00,returns,4,count
1051,C1250,lille,2026-01-08T15:00:00,sales,2184.69,eur
1052,C1251,paris,2026-01-08T15:10:00,returns,15,count
1053,C1252,lyon,2026-01-08T15:20:00,returns,8,count
1054,C1253,lille,2026-01-08T15:30:00,tickets,20,count
1055,C1254,lyon,2026-01-08T15:40:00,tickets,19,count
1056,C1255,lyon,2026-01-08T15:50:00,returns,3,count
1057,C1256,lille,2026-01-08T16:00:00,returns,0,count
1058,C1257,toulouse,2026-01-08T16:10:00,returns,26,count
1059,C1258,grenoble,2026-01-08T16:20:00,returns,25,count
1060,C1259,lille,2026-01-08T16:30:00,returns,10,count
1061,C1260,lyon,2026-01-08T16:40:00,tickets,19,count
1062,C1261,toulouse,2026-01-08T16:50:00,returns,10,count
1063,C1262,lille,2026-01-08T17:00:00,tickets,6,count
1064,C1263,lille,2026-01-08T17:10:00,returns,5,count
1065,C1264,lille,2026-01-08T17:20:00,returns,9,count
1066,C1265,lyon,2026-01-08T17:30:00,tickets,25,count
1067,C1266,grenoble,2026-01-08T17:40:00,returns,12,count
1068,C1267,paris,2026-01-08T17:50:00,returns,11,count
1069,C1268,toulouse,2026-01-08T18:00:00,tickets,6,count
1070,C1269,toulouse,2026-01-08T18:10:00,tickets,5,count
1071,C1270,lille,2026-01-08T18:20:00,sales,4765.96,eur
1072,C1271,lille,2026-01-08T18:30:00,tickets,6,count
1073,C1272,paris,2026-01-08T18:40:00,returns,26,count
1074,C1273,lille,2026-01-08T18:50:00,returns,21,count
1075,C1274,lyon,2026-01-08T19:00:00,sales,3174.01,eur
1076,C1275,lyon,2026-01-08T19:10:00,returns,21,count
1077,C1276,lille,2026-01-08T19:20:00,tickets,13,count
1078,C1277,toulouse,2026-01-08T19:30:00,sales,2256.35,eur
1079,C1278,lille,2026-01-08T19:40:00,returns,18,count
1080,C1279,lille,2026-01-08T19:50:00,tickets,16,count
1081,C1280,grenoble,2026-01-08T20:00:00,tickets,1,count
1082,C1281,toulouse,2026-01-08T20:10:00,tickets,28,count
1083,C1282,paris,2026-01-08T20:20:00,tickets,20,count
1084,C1283,grenoble,2026-01-08T20:30:00,sales,3849.39,eur
1085,C1284,paris,2026-01-08T20:40:00,sales,3242.06,eur
1086,C1285,lille,2026-01-08T20:50:00,tickets,20,count
1087,C1286,lille,2026-01-08T21:00:00,returns,30,count
1088,C1287,grenoble,2026-01-08T21:10:00,sales,72.53,eur
1089,C1288,toulouse,2026-01-08T21:20:00,sales,2563.17,eur
1090,C1289,toulouse,2026-01-08T21:30:00,tickets,18,count
1091,C1290,lille,2026-01-08T21:40:00,sales,2239.98,eur
1092,C1291,toulouse,2026-01-08T21:50:00,returns,24,count
1093,C1292,lyon,2026-01-08T22:00:00,tickets,16,count
1094,C1293,lille,2026-01-08T22:10:00,returns,0,count
1095,C1294,paris,2026-01-08T22:20:00,sales,1491.25,eur
1096,C1295,lyon,2026-01-08T22:30:00,sales,4159.96,eur
1097,C1296,grenoble,2026-01-08T22:40:00,returns,9,count
1098,C1297,lyon,2026-01-08T22:50:00,returns,25,count
1099,C1298,grenoble,2026-01-08T23:00:00,tickets,15,count
1100,C1299,lille,2026-01-08T23:10:00,returns,3,count
1101,C1300,lille,2026-01-08T23:20:00,tickets,22,count
1102,C1301,grenoble,2026-01-08T23:30:00,returns,2,count
1103,C1302,paris,2026-01-08T23:40:00,sales,4054.73,eur
1104,C1303,paris,2026-01-08T23:50:00,sales,4248.92,eur
1105,C1304,lyon,2026-01-09T00:00:00,tickets,25,count
1106,C1305,toulouse,2026-01-09T00:10:00,tickets,7,count
1107,C1306,grenoble,2026-01-09T00:20:00,sales,2768.51,eur
1108,C1307,lille,2026-01-09T00:30:00,tickets,13,count
1109,C1308,lyon,2026-01-09T00:40:00,sales,3992.82,eur
1110,C1309,lille,2026-01-09T00:50:00,sales,3209.58,eur
1111,C1310,toulouse,2026-01-09T01:00:00,returns,0,count
1112,C1311,lille,2026-01-09T01:10:00,sales,2258.88,eur
1113,C1312,lyon,2026-01-09T01:20:00,returns,0,count
1114,C1313,paris,2026-01-09T01:30:00,sales,1406.16,eur
1115,C1314,toulouse,2026-01-09T01:40:00,tickets,3,count
1116,C1315,lyon,2026-01-09T01:50:00,sales,1841.65,eur
1117,C1316,grenoble,2026-01-09T02:00:00,returns,3,count
1118,C1317,lille,2026-01-09T02:10:00,tickets,27,count
1119,C1318,grenoble,2026-01-09T02:20:00,tickets,30,count
1120,C1319,toulouse,2026-01-09T02:30:00,tickets,12,count
1121,C1320,paris,2026-01-09T02:40:00,returns,18,count
1122,C1321,lille,2026-01-09T02:50:00,returns,11,count
1123,C1322,grenoble,2026-01-09T03:00:00,tickets,5,count
1124,C1323,paris,2026-01-09T03:10:00,tickets,18,count
1125,C1324,grenoble,2026-01-09T03:20:00,tickets,4,count
1126,C1325,paris,2026-01-09T03:30:00,sales,1208.09,eur
1127,C1326,lyon,2026-01-09T03:40:00,sales,1879.06,eur
1128,C1327,lille,2026-01-09T03:50:00,tickets,12,count
1129,C1328,toulouse,2026-01-09T04:00:00,tickets,4,count
1130,C1329,lyon,2026-01-09T04:10:00,returns,13,count
1131,C1330,toulouse,2026-01-09T04:20:00,returns,20,count
1132,C1331,lyon,2026-01-09T04:30:00,tickets,29,count
1133,C1332,lille,2026-01-09T04:40:00,tickets,5,count
1134,C1333,lyon,2026-01-09T04:50:00,returns,4,count
1135,C1334,lille,2026-01-09T05:00:00,returns,26,count
1136,C1335,grenoble,2026-01-09T05:10:00,tickets,1,count
1137,C1336,lyon,2026-01-09T05:20:00,sales,2433.35,eur
1138,C1337,toulouse,2026-01-09T05:30:00,returns,30,count
1139,C1338,lille,2026-01-09T05:40:00,tickets,20,count
1140,C1339,lille,2026-01-09T05:50:00,returns,21,count
1141,C1340,lille,2026-01-09T06:00:00,returns,22,count
1142,C1341,paris,2026-01-09T06:10:00,returns,5,count
1143,C1342,lyon,2026-01-09T06:20:00,tickets,0,count
1144,C1343,grenoble,2026-01-09T06:30:00,returns,1,count
1145,C1344,lyon,2026-01-09T06:40:00,sales,2697.29,eur
1146,C1345,lille,2026-01-09T06:50:00,returns,18,count
1147,C1346,paris,2026-01-09T07:00:00,tickets,16,count
1148,C1347,grenoble,2026-01-09T07:10:00,tickets,3,count
1149,C1348,grenoble,2026-01-09T07:20:00,tickets,26,count
1150,C1349,paris,2026-01-09T07:30:00,tickets,26,count
1151,C1350,toulouse,2026-01-09T07:40:00,tickets,14,count
1152,C1351,paris,2026-01-09T07:50:00,sales,4949.08,eur
1153,C1352,lyon,2026-01-09T08:00:00,tickets,26,count
1154,C1353,paris,2026-01-09T08:10:00,returns,27,count
1155,C1354,grenoble,2026-01-09T08:20:00,returns,8,count
1156,C1355,paris,2026-01-09T08:30:00,sales,2206.57,eur
1157,C1356,toulouse,2026-01-09T08:40:00,sales,1065.19,eur
1158,C1357,toulouse,2026-01-09T08:50:00,tickets,11,count
1159,C1358,lyon,2026-01-09T09:00:00,tickets,13,count
1160,C1359,lyon,2026-01-09T09:10:00,tickets,4,count
1161,C1360,toulouse,2026-01-09T09:20:00,sales,4031.09,eur
1162,C1361,grenoble,2026-01-09T09:30:00,returns,17,count
1163,C1362,lyon,2026-01-09T09:40:00,tickets,17,count
1164,C1363,grenoble,2026-01-09T09:50:00,returns,22,count
1165,C1364,grenoble,2026-01-09T10:00:00,returns,18,count
1166,C1365,paris,2026-01-09T10:10:00,tickets,28,count
1167,C1366,lille,2026-01-09T10:20:00,sales,4814.6,eur
1168,C1367,lyon,2026-01-09T10:30:00,sales,4962.58,eur
1169,C1368,lyon,2026-01-09T10:40:00,tickets,27,count
1170,C1369,grenoble,2026-01-09T10:50:00,sales,748.29,eur
1171,C1370,lille,2026-01-09T11:00:00,sales,3812.14,eur
1172,C1371,toulouse,2026-01-09T11:10:00,returns,4,count
1173,C1372,lille,2026-01-09T11:20:00,tickets,8,count
1174,C1373,paris,2026-01-09T11:30:00,returns,14,count
1175,C1374,paris,2026-01-09T11:40:00,tickets,25,count
1176,C1375,grenoble,2026-01-09T11:50:00,returns,16,count
1177,C1376,grenoble,2026-01-09T12:00:00,tickets,29,count
1178,C1377,lille,2026-01-09T12:10:00,returns,30,count
1179,C1378,paris,2026-01-09T12:20:00,returns,18,count
1180,C1379,lille,2026-01-09T12:30:00,tickets,2,count
1181,C1380,grenoble,2026-01-09T12:40:00,tickets,21,count
1182,C1381,lille,2026-01-09T12:50:00,sales,3982.48,eur
1183,C1382,lyon,2026-01-09T13:00:00,sales,4841.28,eur
1184,C1383,grenoble,2026-01-09T13:10:00,returns,8,count
1185,C1384,toulouse,2026-01-09T13:20:00,returns,10,count
1186,C1385,toulouse,2026-01-09T13:30:00,tickets,4,count
1187,C1386,grenoble,2026-01-09T13:40:00,returns,25,count
1188,C1387,paris,2026-01-09T13:50:00,tickets,24,count
1189,C1388,lille,2026-01-09T14:00:00,sales,515.88,eur
1190,C1389,lyon,2026-01-09T14:10:00,sales,638.7,eur
1191,C1390,paris,2026-01-09T14:20:00,returns,14,count
1192,C1391,lyon,2026-01-09T14:30:00,returns,6,count
1193,C1392,lyon,2026-01-09T14:40:00,tickets,9,count
1194,C1393,grenoble,2026-01-09T14:50:00,returns,2,count
1195,C1394,grenoble,2026-01-09T15:00:00,returns,2,count
1196,C1395,lyon,2026-01-09T15:10:00,tickets,28,count
1197,C1396,grenoble,2026-01-09T15:20:00,sales,1993.78,eur
1198,C1397,lyon,2026-01-09T15:30:00,tickets,22,count
1199,C1398,paris,2026-01-09T15:40:00,returns,20,count
1200,C1399,paris,2026-01-09T15:50:00,tickets,3,count
1201,C1000,lyon,2026-01-09T16:00:00,sales,2394.5,eur
1202,C1001,toulouse,2026-01-09T16:10:00,tickets,7,count
1203,C1002,paris,2026-01-09T16:20:00,tickets,14,count
1204,C1003,paris,2026-01-09T16:30:00,sales,3484.07,eur
1205,C1004,lyon,2026-01-09T16:40:00,returns,22,count
1206,C1005,lyon,2026-01-09T16:50:00,returns,2,count
1207,C1006,paris,2026-01-09T17:00:00,returns,2,count
1208,C1007,grenoble,2026-01-09T17:10:00,sales,1580.49,eur
1209,C1008,lyon,2026-01-09T17:20:00,sales,1925.95,eur
1210,C1009,lyon,2026-01-09T17:30:00,tickets,21,count
1211,C1010,paris,2026-01-09T17:40:00,sales,2661.93,eur
1212,C1011,lyon,2026-01-09T17:50:00,tickets,20,count
1213,C1012,lyon,2026-01-09T18:00:00,returns,11,count
1214,C1013,lyon,2026-01-09T18:10:00,tickets,23,count
1215,C1014,lille,2026-01-09T18:20:00,returns,19,count
1216,C1015,paris,2026-01-09T18:30:00,sales,451.71,eur
1217,C1016,toulouse,2026-01-09T18:40:00,sales,3767.18,eur
1218,C1017,grenoble,2026-01-09T18:50:00,tickets,12,count
1219,C1018,lyon,2026-01-09T19:00:00,returns,10,count
1220,C1019,paris,2026-01-09T19:10:00,sales,1399.3,eur
1221,C1020,toulouse,2026-01-09T19:20:00,sales,2775.92,eur
1222,C1021,grenoble,2026-01-09T19:30:00,tickets,19,count
1223,C1022,grenoble,2026-01-09T19:40:00,tickets,0,count
1224,C1023,toulouse,2026-01-09T19:50:00,sales,2598.39,eur
1225,C1024,grenoble,2026-01-09T20:00:00,sales,3744.26,eur
1226,C1025,lyon,2026-01-09T20:10:00,tickets,1,count
1227,C1026,paris,2026-01-09T20:20:00,returns,12,count
1228,C1027,toulouse,2026-01-09T20:30:00,sales,2507.92,eur
1229,C1028,paris,2026-01-09T20:40:00,sales,2650.87,eur
1230,C1029,grenoble,2026-01-09T20:50:00,returns,29,count
1231,C1030,toulouse,2026-01-09T21:00:00,sales,1946.45,eur
1232,C1031,toulouse,2026-01-09T21:10:00,returns,11,count
1233,C1032,lille,2026-01-09T21:20:00,tickets,5,count
1234,C1033,paris,2026-01-09T21:30:00,sales,103.11,eur
1235,C1034,paris,2026-01-09T21:40:00,sales,1325.68,eur
1236,C1035,lille,2026-01-09T21:50:00,sales,4744.43,eur
1237,C1036,toulouse,2026-01-09T22:00:00,tickets,9,count
1238,C1037,lille,2026-01-09T22:10:00,returns,13,count
1239,C1038,toulouse,2026-01-09T22:20:00,sales,3209.88,eur
1240,C1039,grenoble,2026-01-09T22:30:00,tickets,4,count
1241,C1040,toulouse,2026-01-09T22:40:00,sales,1563.34,eur
1242,C1041,lyon,2026-01-09T22:50:00,sales,4872.08,eur
1243,C1042,lille,2026-01-09T23:00:00,tickets,10,count
1244,C1043,paris,2026-01-09T23:10:00,tickets,20,count
1245,C1044,lille,2026-01-09T23:20:00,returns,22,count
1246,C1045,lyon,2026-01-09T23:30:00,tickets,30,count
1247,C1046,lille,2026-01-09T23:40:00,sales,1237.51,eur
1248,C1047,toulouse,2026-01-09T23:50:00,sales,2277.79,eur
1249,C1048,lyon,2026-01-10T00:00:00,sales,1560.26,eur
1250,C1049,lyon,2026-01-10T00:10:00,sales,83.07,eur
1251,C1050,lyon,2026-01-10T00:20:00,tickets,0,count
1252,C1051,grenoble,2026-01-10T00:30:00,returns,30,count
1253,C1052,grenoble,2026-01-10T00:40:00,tickets,16,count
1254,C1053,grenoble,2026-01-10T00:50:00,sales,1871.91,eur
1255,C1054,paris,2026-01-10T01:00:00,tickets,28,count
1256,C1055,lille,2026-01-10T01:10:00,sales,1688.35,eur
1257,C1056,paris,2026-01-10T01:20:00,returns,16,count
1258,C1057,toulouse,2026-01-10T01:30:00,returns,22,count
1259,C1058,lille,2026-01-10T01:40:00,tickets,2,count
1260,C1059,grenoble,2026-01-10T01:50:00,returns,16,count
1261,C1060,toulouse,2026-01-10T02:00:00,sales,2508.06,eur
1262,C1061,grenoble,2026-01-10T02:10:00,sales,1851.09,eur
1263,C1062,paris,2026-01-10T02:20:00,sales,4473.46,eur
1264,C1063,paris,2026-01-10T02:30:00,sales,3709.08,eur
1265,C1064,paris,2026-01-10T02:40:00,sales,4296.27,eur
1266,C1065,grenoble,2026-01-10T02:50:00,sales,248.99,eur
1267,C1066,lyon,2026-01-10T03:00:00,returns,29,count
1268,C1067,paris,2026-01-10T03:10:00,sales,4657.18,eur
1269,C1068,lille,2026-01-10T03:20:00,tickets,25,count
1270,C1069,lille,2026-01-10T03:30:00,sales,1622.57,eur
1271,C1070,grenoble,2026-01-10T03:40:00,tickets,10,count
1272,C1071,paris,2026-01-10T03:50:00,sales,2866.25,eur
1273,C1072,paris,2026-01-10T04:00:00,tickets,21,count
1274,C1073,toulouse,2026-01-10T04:10:00,sales,1131.46,eur
1275,C1074,paris,2026-01-10T04:20:00,sales,4771.32,eur
1276,C1075,grenoble,2026-01-10T04:30:00,returns,27,count
1277,C1076,paris,2026-01-10T04:40:00,returns,10,count
1278,C1077,paris,2026-01-10T04:50:00,tickets,14,count
1279,C1078,grenoble,2026-01-10T05:00:00,returns,6,count
1280,C1079,grenoble,2026-01-10T05:10:00,tickets,25,count
1281,C1080,lyon,2026-01-10T05:20:00,tickets,19,count
1282,C1081,toulouse,2026-01-10T05:30:00,returns,11,count
1283,C1082,lyon,2026-01-10T05:40:00,returns,24,count
1284,C1083,toulouse,2026-01-10T05:50:00,tickets,28,count
1285,C1084,lille,2026-01-10T06:00:00,sales,769.82,eur
1286,C1085,grenoble,2026-01-10T06:10:00,sales,1180.33,eur
1287,C1086,paris,2026-01-10T06:20:00,tickets,26,count
1288,C1087,lille,2026-01-10T06:30:00,returns,0,count
1289,C1088,grenoble,2026-01-10T06:40:00,tickets,23,count
1290,C1089,lyon,2026-01-10T06:50:00,sales,1041.87,eur
1291,C1090,paris,2026-01-10T07:00:00,returns,15,count
1292,C1091,paris,2026-01-10T07:10:00,sales,3564.03,eur
1293,C1092,toulouse,2026-01-10T07:20:00,sales,4607.95,eur
1294,C1093,grenoble,2026-01-10T07:30:00,returns,22,count
1295,C1094,paris,2026-01-10T07:40:00,returns,23,count
1296,C1095,toulouse,2026-01-10T07:50:00,tickets,3,count
1297,C1096,lille,2026-01-10T08:00:00,sales,3193.33,eur
1298,C1097,paris,2026-01-10T08:10:00,sales,2967.64,eur
1299,C1098,lyon,2026-01-10T08:20:00,returns,21,count
1300,C1099,grenoble,2026-01-10T08:30:00,sales,1472.55,eur
1301,C1100,grenoble,2026-01-10T08:40:00,returns,22,count
1302,C1101,grenoble,2026-01-10T08:50:00,returns,14,count
1303,C1102,lyon,2026-01-10T09:00:00,sales,391.94,eur
1304,C1103,toulouse,2026-01-10T09:10:00,sales,3904.09,eur
1305,C1104,lyon,2026-01-10T09:20:00,sales,793.94,eur
1306,C1105,grenoble,2026-01-10T09:30:00,returns,14,count
1307,C1106,toulouse,2026-01-10T09:40:00,returns,3,count
1308,C1107,lyon,2026-01-10T09:50:00,returns,30,count
1309,C1108,lille,2026-01-10T10:00:00,returns,9,count
1310,C1109,paris,2026-01-10T10:10:00,returns,27,count
1311,C1110,grenoble,2026-01-10T10:20:00,sales,804.92,eur
1312,C1111,toulouse,2026-01-10T10:30:00,tickets,22,count
1313,C1112,grenoble,2026-01-10T10:40:00,sales,1090.8,eur
1314,C1113,lyon,2026-01-10T10:50:00,sales,474.24,eur
